npi,taxonomy_code,medicare_specialty_code,description,primary_flag
1215964689,2083A0100X,84,Preventive Medicine,0
1346210903,207R00000X,11,Internal Medicine,0
1124026182,207R00000X,11,Internal Medicine,0
1871567008,2080P0210X,37,Pediatric Medicine,1
1245298793,207R00000X,11,Internal Medicine,1
1578561361,208M00000X,C6,Hospitalist,1
1487826244,208800000X,34,Urology,1
1083672380,207R00000X,11,Internal Medicine,1
1518943604,207X00000X,20,Orthopedic Surgery,1
1861447179,207Q00000X,08,Family Practice,0
1891792099,207R00000X,11,Internal Medicine,1
1538117049,208100000X,25,Physical Medicine and Rehabilitation,1
1457311300,207RP1001X,29,Pulmonary Disease,0
1831361963,2085R0202X,30,Diagnostic Radiology,1
1114903515,2085R0202X,30,Diagnostic Radiology,1
1568464915,207RP1001X,29,Pulmonary Disease,1
1194749580,314000000X,A1[8],Skilled Nursing Facility,0
1619933553,207R00000X,11,Internal Medicine,1
1831174978,2085R0202X,30,Diagnostic Radiology,1
1396716577,2085R0202X,30,Diagnostic Radiology,1
1386699239,208600000X,02,General Surgery,1
1659359529,213E00000X,48,Podiatry,1
1952391559,363A00000X,97,Physician Assistant,1
1245241686,207R00000X,11,Internal Medicine,1
1154318103,332B00000X,87[3],All Other Suppliers,0
1881662062,207RP1001X,29,Pulmonary Disease,1
1568464923,207R00000X,11,Internal Medicine,1
1083611875,207RC0200X,81,Critical Care,0
1245225812,332B00000X,87[3],All Other Suppliers,0
1881685089,207RN0300X,39,Nephrology,1
1922333467,207R00000X,11,Internal Medicine,1
1437142742,341600000X,59,Ambulance Service Provider,1
1154381069,207P00000X,93,Emergency Medicine,0
1649235151,207RS0012X,C0,Sleep Medicine,0
1861468712,207RA0201X,11,Internal Medicine,1
1487652285,207Q00000X,08,Family Practice,1
1790767317,207R00000X,11,Internal Medicine,1
1497707053,207RI0011X,C3,Interventional Cardiology,0
1962445841,207Q00000X,08,Family Practice,1
1649240177,207RC0200X,81,Critical Care,1
1184666091,2085R0202X,30,Diagnostic Radiology,1
1245215748,207W00000X,18,Ophthalmology,1
1801844733,207ND0101X,D7,Micrographic Dermatologic Surgery,1
1578569141,2085R0203X,,Therapeutic Radiology,0
1740735513,3416L0300X,59,Ambulance Service Provider,1
1033159637,207RH0003X,83,Hematology-Oncology,1
1720088545,207W00000X,18,Ophthalmology,1
1427057009,207RI0011X,C3,Interventional Cardiology,0
1396748422,207RC0001X,21,Clinical Cardiac Electrophysiology,0
1689736282,282NR1301X,A0[7],Hospitals,1
1497747646,207Q00000X,08,Family Practice,1
1942295936,207R00000X,11,Internal Medicine,1
1194724120,207X00000X,20,Orthopedic Surgery,1
1376599548,2085R0202X,30,Diagnostic Radiology,1
1689823742,213ES0103X,48,Podiatry,1
1881686558,207WX0107X,,Retina Specialist,1
1336357060,207RC0000X,11,Internal Medicine,1
1487822813,332BX2000X,B1,Oxygen supplier,1
1811977010,332B00000X,87[3],All Other Suppliers,1
1790732550,3416L0300X,59,Ambulance Service Provider,1
1871685628,291U00000X,B4[14],Histocompatibility Laboratory,1
1497941025,207RC0000X,11,Internal Medicine,1
1528325255,3416A0800X,59,Ambulance Service Provider,0
1689670952,2086S0105X,40,Hand Surgery,1
1316923949,207R00000X,11,Internal Medicine,1
1548463276,207P00000X,93,Emergency Medicine,1
1114947900,207RC0200X,81,Critical Care,0
1881662062,207RS0012X,C0,Sleep Medicine,0
1124106588,332B00000X,87[3],All Other Suppliers,1
1427163906,207T00000X,14,Neurosurgery,1
1437254190,2085R0202X,30,Diagnostic Radiology,1
1639262181,213ES0131X,48,Podiatry,1
1578569141,2085B0100X,,Body Imaging,0
1124026182,207RI0011X,C3,Interventional Cardiology,0
1568470326,207R00000X,11,Internal Medicine,1
1356305049,207T00000X,14,Neurosurgery,1
1730158650,207RG0100X,11,Internal Medicine,1
1477568681,332B00000X,87[3],All Other Suppliers,0
1114082385,2084N0400X,86,Neuropsychiatry,1
1700829199,282N00000X,A0[7],Hospital-General,1
1295776573,2085R0202X,30,Diagnostic Radiology,1
1689670952,207XS0106X,40,Hand Surgery,0
1952391849,207R00000X,11,Internal Medicine,1
1306883525,2085P0229X,30,Diagnostic Radiology,0
1649292954,2085R0202X,30,Diagnostic Radiology,1
1295726032,291U00000X,B4[14],Histocompatibility Laboratory,1
1952396889,207V00000X,16,Obstetrics & Gynecology,1
1083630149,332B00000X,87[3],All Other Suppliers,1
1932103959,207RI0011X,C3,Interventional Cardiology,0
1356504484,207R00000X,11,Internal Medicine,1
1407833577,207R00000X,11,Internal Medicine,0
1013952050,207P00000X,93,Emergency Medicine,0
1316919426,207R00000X,11,Internal Medicine,1
1104012996,207RH0003X,83,Hematology-Oncology,1
1568463347,207Y00000X,04,Otolaryngology,1
1114903515,2085R0205X,30,Diagnostic Radiology,0
1265621858,1041C0700X,80,Licensed Clinical Social Worker,1
1417944786,207N00000X,07,Dermatology,1
1023285723,332B00000X,87[3],All Other Suppliers,1
1275518102,207P00000X,93,Emergency Medicine,1
1003889924,207UN0901X,36,Nuclear Medicine,0
1134104433,2081P2900X,25,Physical Medicine and Rehabilitation,1
1912973926,207ZP0102X,22,Pathology,1
1265486625,207RC0000X,11,Internal Medicine,1
1174595243,208600000X,02,General Surgery,1
1346537859,213E00000X,48,Podiatry,0
1184675175,207R00000X,11,Internal Medicine,1
1497742084,207N00000X,07,Dermatology,1
1063468809,207RG0300X,38,Geriatric Medicine,0
1467486530,207WX0107X,,Retina Specialist,0
1184606915,207RA0001X,C7,Advanced Heart Failure and Transplant Cardiology,1
1992791487,2085R0204X,94,Interventional Radiology,0
1013904358,207RH0003X,83,Hematology-Oncology,1
1801886932,2085R0202X,30,Diagnostic Radiology,1
1487642690,207N00000X,07,Dermatology,1
1275517831,2085R0202X,30,Diagnostic Radiology,1
1104827526,2085R0202X,30,Diagnostic Radiology,1
1245233634,207XS0117X,20,Orthopedic Surgery,1
1265818488,282N00000X,A0[7],Hospital-General,1
1821019092,251F00000X,,Home Infusion,0
1538103619,341600000X,59,Ambulance Service Provider,1
1922000256,207RP1001X,29,Pulmonary Disease,1
1588647846,207R00000X,11,Internal Medicine,1
1750565933,207RC0000X,11,Internal Medicine,1
1174517247,207RE0101X,46,Endocrinology,1
1316906761,332B00000X,87[3],All Other Suppliers,1
1679578090,207X00000X,20,Orthopedic Surgery,1
1730174483,2085R0202X,30,Diagnostic Radiology,1
1487948378,111N00000X,35,Chiropractic,1
1790777936,174400000X,,Specialist,0
1992765622,207P00000X,93,Emergency Medicine,1
1538253562,225100000X,65,Physical Therapist in Private Practice,1
1427012574,207RI0011X,C3,Interventional Cardiology,1
1114025491,273Y00000X,A0[7],Hospital-Rehabilitation Unit,0
1417906280,207ND0101X,D7,Micrographic Dermatologic Surgery,1
1316952427,332B00000X,87[3],All Other Suppliers,0
1821019092,332BP3500X,,Parenteral & Enteral Nutrition,0
1457408601,207ZD0900X,22,Pathology,1
1518985027,332B00000X,87[3],All Other Suppliers,0
1235186800,291U00000X,B4[14],Histocompatibility Laboratory,1
1255568119,207Q00000X,08,Family Practice,1
1891704326,207RC0200X,81,Critical Care,0
1093786626,2085R0202X,30,Diagnostic Radiology,0
1104925577,3336C0003X,A5,Pharmacy,0
1659327211,207N00000X,07,Dermatology,1
1952382152,207RI0011X,C3,Interventional Cardiology,1
1154315083,2085N0904X,36,Nuclear Medicine,0
1285834788,207N00000X,07,Dermatology,1
1457311300,207RS0012X,C0,Sleep Medicine,1
1992919666,2085R0202X,30,Diagnostic Radiology,1
1528056066,261QA0600X,,Adult Day Care,0
1689602773,207Q00000X,08,Family Practice,1
1578569141,2085N0700X,13,Neurology,0
1104986983,332BP3500X,,Parenteral & Enteral Nutrition,0
1134222151,207RC0000X,11,Internal Medicine,1
1487657888,207W00000X,18,Ophthalmology,1
1326016320,207R00000X,11,Internal Medicine,1
1043213689,207RR0500X,66,Rheumatology,1
1891704474,207RC0001X,21,Clinical Cardiac Electrophysiology,1
1104925577,332B00000X,87[3],All Other Suppliers,0
1114981156,207R00000X,11,Internal Medicine,1
1639266620,207X00000X,20,Orthopedic Surgery,1
1467446922,2085R0202X,30,Diagnostic Radiology,0
1225476997,332B00000X,87[3],All Other Suppliers,1
1306940242,332B00000X,87[3],All Other Suppliers,0
1629034244,207Q00000X,08,Family Practice,1
1215948443,333600000X,A5,Pharmacy,1
1134193774,207ZD0900X,22,Pathology,1
1194749580,273R00000X,A0[7],Hospital-Psychiatric Unit,0
1053403774,208800000X,34,Urology,1
1952367799,207QA0000X,08,Family Practice,0
1194712430,207T00000X,14,Neurosurgery,1
1376545079,207X00000X,20,Orthopedic Surgery,1
1306808886,207P00000X,93,Emergency Medicine,1
1518039536,363A00000X,97,Physician Assistant,1
1861447179,207RH0003X,83,Hematology-Oncology,0
1962497818,207X00000X,20,Orthopedic Surgery,1
1710925482,363A00000X,97,Physician Assistant,1
1992907364,207R00000X,11,Internal Medicine,1
1881745917,207N00000X,07,Dermatology,1
1780680355,207RC0000X,11,Internal Medicine,1
1003811290,261QA1903X,49,Ambulatory Surgical Center,0
1265534853,207W00000X,18,Ophthalmology,1
1225476997,332BC3200X,,Customized Equipment,0
1972547651,207RI0011X,C3,Interventional Cardiology,0
1316915101,207R00000X,11,Internal Medicine,1
1831135862,2085R0202X,30,Diagnostic Radiology,1
1588691125,207RA0201X,11,Internal Medicine,1
1871524439,207RC0000X,11,Internal Medicine,1
1871573956,2085R0202X,30,Diagnostic Radiology,0
1699795500,3336M0002X,A5,Pharmacy,0
1437125481,207Q00000X,08,Family Practice,1
1124026182,291U00000X,B4[14],Histocompatibility Laboratory,0
1508892688,363L00000X,50,Nurse Practitioner,0
1679687859,332B00000X,87[3],All Other Suppliers,1
1780667667,208100000X,25,Physical Medicine and Rehabilitation,1
1083668669,341600000X,59,Ambulance Service Provider,0
1295848174,208M00000X,C6,Hospitalist,0
1003839093,207RC0000X,11,Internal Medicine,1
1093750028,207R00000X,11,Internal Medicine,0
1629039177,207R00000X,11,Internal Medicine,1
1831191089,174400000X,,Specialist,1
1407880198,2084N0400X,86,Neuropsychiatry,1
1265818488,2085R0202X,30,Diagnostic Radiology,0
1992755946,207RC0000X,11,Internal Medicine,1
1376592923,2086S0129X,77,Vascular Surgery,1
1124010939,207W00000X,18,Ophthalmology,1
1528174745,291U00000X,B4[14],Histocompatibility Laboratory,1
1265818488,273R00000X,A0[7],Hospital-Psychiatric Unit,0
1114025491,273R00000X,A0[7],Hospital-Psychiatric Unit,0
1831191584,207RP1001X,29,Pulmonary Disease,1
1811977010,332BP3500X,,Parenteral & Enteral Nutrition,0
1952347981,261Q00000X,70,Clinic or Group Practice,1
1700818416,2086S0102X,02,General Surgery,0
1871594127,282N00000X,A0[7],Hospital-General,1
1922001627,207RH0003X,83,Hematology-Oncology,1
1114947900,207RP1001X,29,Pulmonary Disease,1
1306802889,208600000X,02,General Surgery,1
1821253386,213E00000X,48,Podiatry,1
1598708455,207R00000X,11,Internal Medicine,1
1194790857,207RP1001X,29,Pulmonary Disease,1
1619952579,207R00000X,11,Internal Medicine,1
1487822813,2279P1005X,,Pulmonary Rehabilitation,0
1417041849,207W00000X,18,Ophthalmology,1
1396789202,207L00000X,79,Addiction Medicine,1
1376589143,363LA2200X,50,Nurse Practitioner,1
1922002724,207RC0000X,11,Internal Medicine,1
1659316826,207RC0200X,81,Critical Care,1
1366407728,207Q00000X,08,Family Practice,1
1811918691,208600000X,02,General Surgery,1
1679581342,2084P0800X,86,Neuropsychiatry,1
1982008744,367500000X,43,Certified Registered Nurse Anesthetist,1
1689622573,2086S0129X,77,Vascular Surgery,1
1285809939,207R00000X,11,Internal Medicine,1
1255709218,207RI0011X,C3,Interventional Cardiology,0
1710064811,291U00000X,B4[14],Histocompatibility Laboratory,1
1124028212,207RE0101X,46,Endocrinology,1
1689735250,261QA1903X,49,Ambulatory Surgical Center,1
1750346755,207RH0000X,82,Hematology,1
1669411203,207R00000X,11,Internal Medicine,1
1992808752,3336C0003X,A5,Pharmacy,0
1598979668,207RI0011X,C3,Interventional Cardiology,1
1952539041,207Q00000X,08,Family Practice,1
1598807265,207RC0000X,11,Internal Medicine,1
1033309778,2085R0202X,30,Diagnostic Radiology,1
1548264526,207R00000X,11,Internal Medicine,1
1477512002,2085R0202X,30,Diagnostic Radiology,1
1922084904,207ZP0102X,22,Pathology,0
1184665739,207RC0200X,81,Critical Care,0
1356360192,2085D0003X,30,Diagnostic Radiology,0
1346262276,2085R0202X,30,Diagnostic Radiology,1
1427029578,2085R0204X,94,Interventional Radiology,1
1144224627,207W00000X,18,Ophthalmology,1
1205815529,207RG0100X,11,Internal Medicine,1
1467618637,2085R0202X,30,Diagnostic Radiology,1
1477876514,291U00000X,B4[14],Histocompatibility Laboratory,1
1588999700,363A00000X,97,Physician Assistant,1
1114903515,2085U0001X,30,Diagnostic Radiology,0
1053419317,213E00000X,48,Podiatry,1
1356317747,2085R0202X,30,Diagnostic Radiology,1
1063406684,282N00000X,A0[7],Hospital-General,1
1518256213,2085R0202X,30,Diagnostic Radiology,0
1043270564,261QU0200X,,Urgent Care,0
1912908971,207V00000X,16,Obstetrics & Gynecology,1
1538107990,208000000X,37,Pediatric Medicine,1
1104816941,213EP1101X,48,Podiatry,0
1073516118,3416L0300X,59,Ambulance Service Provider,1
1093750028,207RS0012X,C0,Sleep Medicine,0
1356639801,3416L0300X,59,Ambulance Service Provider,1
1699795500,332B00000X,87[3],All Other Suppliers,0
1720162977,332B00000X,87[3],All Other Suppliers,1
1396782488,2085R0202X,30,Diagnostic Radiology,1
1366446221,207Q00000X,08,Family Practice,1
1518985027,333600000X,A5,Pharmacy,0
1972522852,363AM0700X,97,Physician Assistant,1
1760403679,207R00000X,11,Internal Medicine,1
1639369432,207W00000X,18,Ophthalmology,1
1295848174,207R00000X,11,Internal Medicine,1
1114081270,332B00000X,87[3],All Other Suppliers,0
1861412769,2085R0204X,94,Interventional Radiology,0
1376504654,207Q00000X,08,Family Practice,1
1467456319,207R00000X,11,Internal Medicine,1
1891792099,207RC0000X,11,Internal Medicine,0
1114920733,207RP1001X,29,Pulmonary Disease,1
1902872674,207RN0300X,39,Nephrology,1
1003814666,207R00000X,11,Internal Medicine,1
1124026182,251G00000X,B4[14],Hospice,0
1265662928,207R00000X,11,Internal Medicine,1
1407896954,207R00000X,11,Internal Medicine,0
1811957939,2084N0400X,86,Neuropsychiatry,1
1013904812,207Q00000X,08,Family Practice,1
1114951431,207Q00000X,08,Family Practice,1
1174595102,2085R0202X,30,Diagnostic Radiology,1
1316906761,332BC3200X,,Customized Equipment,0
1912912056,333600000X,A5,Pharmacy,1
1699715375,2085R0202X,30,Diagnostic Radiology,1
1902805880,207RI0011X,C3,Interventional Cardiology,1
1225116585,332B00000X,87[3],All Other Suppliers,1
1891743571,3416A0800X,59,Ambulance Service Provider,0
1346467693,2085R0202X,30,Diagnostic Radiology,1
1568535037,3336C0003X,A5,Pharmacy,1
1114980901,207RC0001X,21,Clinical Cardiac Electrophysiology,0
1043205552,207RS0012X,C0,Sleep Medicine,0
1922049618,208800000X,34,Urology,1
1831196278,207R00000X,11,Internal Medicine,1
1437155082,152W00000X,41,Optometry,1
1114025491,314000000X,A1[8],Skilled Nursing Facility,0
1376572776,207QS0010X,23,Sports Medicine,1
1861457145,208800000X,34,Urology,1
1316906761,335E00000X,53,Medical Supply Company with Orthotist-Prosthetist,0
1427154780,3416L0300X,59,Ambulance Service Provider,0
1447238050,2085R0204X,94,Interventional Radiology,1
1114943610,332B00000X,87[3],All Other Suppliers,0
1801865530,225XH1200X,67,Occupational Therapist in Private Practice,0
1821293689,207R00000X,11,Internal Medicine,0
1700833860,2085R0202X,30,Diagnostic Radiology,1
1104826312,2085R0202X,30,Diagnostic Radiology,1
1235121450,291U00000X,B4[14],Histocompatibility Laboratory,1
1417271198,390200000X,,Student in an Organized Health Care Education/Training Program,0
1073588711,282N00000X,A0[7],Hospital-General,1
1861447179,261Q00000X,70,Clinic or Group Practice,0
1831113950,207VX0201X,98,Gynecological Oncology,1
1376586255,207Q00000X,08,Family Practice,1
1205819158,207R00000X,11,Internal Medicine,1
1861408189,341600000X,59,Ambulance Service Provider,1
1922000256,207RC0200X,81,Critical Care,0
1013096288,213ES0103X,48,Podiatry,1
1245314475,207R00000X,11,Internal Medicine,1
1942276423,282N00000X,A0[7],Hospital-General,1
1649340530,2084N0400X,86,Neuropsychiatry,0
1457388266,207Q00000X,08,Family Practice,1
1376520916,207R00000X,11,Internal Medicine,1
1114969359,207RR0500X,66,Rheumatology,1
1821054453,207RP1001X,29,Pulmonary Disease,1
1467453548,208100000X,25,Physical Medicine and Rehabilitation,1
1154373421,111N00000X,35,Chiropractic,1
1851359228,2085R0202X,30,Diagnostic Radiology,1
1265688048,2085D0003X,30,Diagnostic Radiology,1
1619974466,2084N0400X,86,Neuropsychiatry,1
1073508701,207V00000X,16,Obstetrics & Gynecology,1
1629168679,207ZP0102X,22,Pathology,1
1679660021,207RP1001X,29,Pulmonary Disease,1
1679542518,207RS0012X,C0,Sleep Medicine,1
1861557753,282N00000X,A0[7],Hospital-General,1
1962713081,2084A2900X,13,Neurology,1
1861412769,2085B0100X,,Body Imaging,0
