oid,valuesetname,expansionversion,code,descriptor,codesystemname,codesystemversion,codesystemoid,purpose
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94213007,Secondary malignant neoplasm of body of penis (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94214001,Secondary malignant neoplasm of body of stomach (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94215000,Secondary malignant neoplasm of body of uterus (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94217008,Secondary malignant neoplasm of bone marrow (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94218003,Secondary malignant neoplasm of bone of face (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94219006,Secondary malignant neoplasm of bone of lower limb (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94220000,Secondary malignant neoplasm of bone of skull (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94221001,Secondary malignant neoplasm of bone of upper limb (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94222008,Secondary malignant neoplasm of bone (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94224009,Secondary malignant neoplasm of brain stem (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94225005,Secondary malignant neoplasm of brain (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94226006,Secondary malignant neoplasm of broad ligament (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94227002,Secondary malignant neoplasm of bronchopulmonary lymph nodes (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94228007,Secondary malignant neoplasm of bronchus of left lower lobe (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94229004,Secondary malignant neoplasm of bronchus of left upper lobe (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94230009,Secondary malignant neoplasm of bronchus of right lower lobe (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94231008,Secondary malignant neoplasm of bronchus of right middle lobe (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94232001,Secondary malignant neoplasm of bronchus of right upper lobe (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94233006,Secondary malignant neoplasm of bronchus (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94234000,Secondary malignant neoplasm of buccal mucosa (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94235004,Secondary malignant neoplasm of cecum (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94236003,Secondary malignant neoplasm of calcaneus (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94237007,Secondary malignant neoplasm of cardia of stomach (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94238002,Secondary malignant neoplasm of carina (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94239005,Secondary malignant neoplasm of carotid body (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94240007,Secondary malignant neoplasm of carpal bone (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94241006,Secondary malignant neoplasm of cartilage of nose (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94242004,Secondary malignant neoplasm of cauda equina (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94243009,Secondary malignant neoplasm of central nervous system (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94244003,Secondary malignant neoplasm of central portion of female breast (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94245002,Secondary malignant neoplasm of cerebellum (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94246001,Secondary malignant neoplasm of cerebral meninges (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94247005,Secondary malignant neoplasm of cerebral ventricle (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94248000,Secondary malignant neoplasm of cerebrum (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94249008,Secondary malignant neoplasm of cervical esophagus (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
2.16.840.1.113883.3.464.1003.110.12.1082,Advanced Illness,eCQM Update 2022-05-05,94250008,Secondary malignant neoplasm of cervical vertebral column (disorder),SNOMEDCT,2021-09,2.16.840.1.113883.6.96,"(Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of  advanced illnesses.),(Data Element Scope: This value set may use a model element related to Diagnosis.),(Inclusion Criteria: Includes concepts that represent a diagnosis of advanced illness when combined with older age and indications of frailty. Codes cover a wide range of conditions: heart failure, end stage renal disease, liver disease, emphysema, dementia and neurodegenerative disorders, metastatic and sever cancers, respiratory failure, and pulmonary fibrosis.),(Exclusion Criteria: Exclude concepts that indicate pregnancy, fetal, juvenile, childhood or neonatal conditions, concepts that indicate acute, temporary, or procedure-related conditions.)"
