value_set_member_id,concept_id,status,last_update_date,last_update_note,code,code_description,coding_system_id,coding_system_version,include_descendants,comment
1339,22,active,2024-03-21,,S72024J,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1340,22,active,2024-03-21,,S72024K,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1341,22,active,2024-03-21,,S72024M,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1342,22,active,2024-03-21,,S72024N,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1343,22,active,2024-03-21,,S72024P,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1344,22,active,2024-03-21,,S72024Q,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1345,22,active,2024-03-21,,S72024R,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1346,22,active,2024-03-21,,S72024S,"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, sequela",2,2024,false,
1347,22,active,2024-03-21,,S72025,Nondisplaced fracture of epiphysis (separation) (upper) of left femur,2,2024,false,
1348,22,active,2024-03-21,,S72025A,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for closed fracture",2,2024,false,
1349,22,active,2024-03-21,,S72025B,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type I or II",2,2024,false,
1350,22,active,2024-03-21,,S72025C,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1351,22,active,2024-03-21,,S72025D,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1352,22,active,2024-03-21,,S72025E,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1353,22,active,2024-03-21,,S72025F,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1354,22,active,2024-03-21,,S72025G,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1355,22,active,2024-03-21,,S72025H,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1356,22,active,2024-03-21,,S72025J,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1357,22,active,2024-03-21,,S72025K,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1358,22,active,2024-03-21,,S72025M,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1359,22,active,2024-03-21,,S72025N,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1360,22,active,2024-03-21,,S72025P,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1361,22,active,2024-03-21,,S72025Q,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1362,22,active,2024-03-21,,S72025R,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1363,22,active,2024-03-21,,S72025S,"Nondisplaced fracture of epiphysis (separation) (upper) of left femur, sequela",2,2024,false,
1364,22,active,2024-03-21,,S72026,Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur,2,2024,false,
1365,22,active,2024-03-21,,S72026A,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for closed fracture",2,2024,false,
1366,22,active,2024-03-21,,S72026B,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type I or II",2,2024,false,
1367,22,active,2024-03-21,,S72026C,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1368,22,active,2024-03-21,,S72026D,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1369,22,active,2024-03-21,,S72026E,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1370,22,active,2024-03-21,,S72026F,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1371,22,active,2024-03-21,,S72026G,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1372,22,active,2024-03-21,,S72026H,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1373,22,active,2024-03-21,,S72026J,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1374,22,active,2024-03-21,,S72026K,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1375,22,active,2024-03-21,,S72026M,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1376,22,active,2024-03-21,,S72026N,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1377,22,active,2024-03-21,,S72026P,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1378,22,active,2024-03-21,,S72026Q,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1379,22,active,2024-03-21,,S72026R,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1380,22,active,2024-03-21,,S72026S,"Nondisplaced fracture of epiphysis (separation) (upper) of unspecified femur, sequela",2,2024,false,
1381,22,active,2024-03-21,,S7203,Midcervical fracture of femur,2,2024,false,
1382,22,active,2024-03-21,,S72031,Displaced midcervical fracture of right femur,2,2024,false,
1383,22,active,2024-03-21,,S72031A,"Displaced midcervical fracture of right femur, initial encounter for closed fracture",2,2024,false,
1384,22,active,2024-03-21,,S72031B,"Displaced midcervical fracture of right femur, initial encounter for open fracture type I or II",2,2024,false,
1385,22,active,2024-03-21,,S72031C,"Displaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1386,22,active,2024-03-21,,S72031D,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1387,22,active,2024-03-21,,S72031E,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1388,22,active,2024-03-21,,S72031F,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1389,22,active,2024-03-21,,S72031G,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1390,22,active,2024-03-21,,S72031H,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1391,22,active,2024-03-21,,S72031J,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1392,22,active,2024-03-21,,S72031K,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1393,22,active,2024-03-21,,S72031M,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1394,22,active,2024-03-21,,S72031N,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1395,22,active,2024-03-21,,S72031P,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1396,22,active,2024-03-21,,S72031Q,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1397,22,active,2024-03-21,,S72031R,"Displaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1398,22,active,2024-03-21,,S72031S,"Displaced midcervical fracture of right femur, sequela",2,2024,false,
1399,22,active,2024-03-21,,S72032,Displaced midcervical fracture of left femur,2,2024,false,
1400,22,active,2024-03-21,,S72032A,"Displaced midcervical fracture of left femur, initial encounter for closed fracture",2,2024,false,
1401,22,active,2024-03-21,,S72032B,"Displaced midcervical fracture of left femur, initial encounter for open fracture type I or II",2,2024,false,
1402,22,active,2024-03-21,,S72032C,"Displaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1403,22,active,2024-03-21,,S72032D,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1404,22,active,2024-03-21,,S72032E,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1405,22,active,2024-03-21,,S72032F,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1406,22,active,2024-03-21,,S72032G,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1407,22,active,2024-03-21,,S72032H,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1408,22,active,2024-03-21,,S72032J,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1409,22,active,2024-03-21,,S72032K,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1410,22,active,2024-03-21,,S72032M,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1411,22,active,2024-03-21,,S72032N,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1412,22,active,2024-03-21,,S72032P,"Displaced midcervical fracture of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1413,22,active,2024-03-21,,S72032Q,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1414,22,active,2024-03-21,,S72032R,"Displaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1415,22,active,2024-03-21,,S72032S,"Displaced midcervical fracture of left femur, sequela",2,2024,false,
1416,22,active,2024-03-21,,S72033,Displaced midcervical fracture of unspecified femur,2,2024,false,
1417,22,active,2024-03-21,,S72033A,"Displaced midcervical fracture of unspecified femur, initial encounter for closed fracture",2,2024,false,
1418,22,active,2024-03-21,,S72033B,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",2,2024,false,
1419,22,active,2024-03-21,,S72033C,"Displaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1420,22,active,2024-03-21,,S72033D,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1421,22,active,2024-03-21,,S72033E,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1422,22,active,2024-03-21,,S72033F,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1423,22,active,2024-03-21,,S72033G,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1424,22,active,2024-03-21,,S72033H,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1425,22,active,2024-03-21,,S72033J,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1426,22,active,2024-03-21,,S72033K,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1427,22,active,2024-03-21,,S72033M,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1428,22,active,2024-03-21,,S72033N,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1429,22,active,2024-03-21,,S72033P,"Displaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1430,22,active,2024-03-21,,S72033Q,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1431,22,active,2024-03-21,,S72033R,"Displaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1432,22,active,2024-03-21,,S72033S,"Displaced midcervical fracture of unspecified femur, sequela",2,2024,false,
1433,22,active,2024-03-21,,S72034,Nondisplaced midcervical fracture of right femur,2,2024,false,
1434,22,active,2024-03-21,,S72034A,"Nondisplaced midcervical fracture of right femur, initial encounter for closed fracture",2,2024,false,
1435,22,active,2024-03-21,,S72034B,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type I or II",2,2024,false,
1436,22,active,2024-03-21,,S72034C,"Nondisplaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1437,22,active,2024-03-21,,S72034D,"Nondisplaced midcervical fracture of right femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1438,22,active,2024-03-21,,S72034E,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1439,22,active,2024-03-21,,S72034F,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1440,22,active,2024-03-21,,S72034G,"Nondisplaced midcervical fracture of right femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1441,22,active,2024-03-21,,S72034H,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1442,22,active,2024-03-21,,S72034J,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1443,22,active,2024-03-21,,S72034K,"Nondisplaced midcervical fracture of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1444,22,active,2024-03-21,,S72034M,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1445,22,active,2024-03-21,,S72034N,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1446,22,active,2024-03-21,,S72034P,"Nondisplaced midcervical fracture of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1447,22,active,2024-03-21,,S72034Q,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1448,22,active,2024-03-21,,S72034R,"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1449,22,active,2024-03-21,,S72034S,"Nondisplaced midcervical fracture of right femur, sequela",2,2024,false,
1450,22,active,2024-03-21,,S72035,Nondisplaced midcervical fracture of left femur,2,2024,false,
1451,22,active,2024-03-21,,S72035A,"Nondisplaced midcervical fracture of left femur, initial encounter for closed fracture",2,2024,false,
1452,22,active,2024-03-21,,S72035B,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type I or II",2,2024,false,
1453,22,active,2024-03-21,,S72035C,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1454,22,active,2024-03-21,,S72035D,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1455,22,active,2024-03-21,,S72035E,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1456,22,active,2024-03-21,,S72035F,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1457,22,active,2024-03-21,,S72035G,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1458,22,active,2024-03-21,,S72035H,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1459,22,active,2024-03-21,,S72035J,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1460,22,active,2024-03-21,,S72035K,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1461,22,active,2024-03-21,,S72035M,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1462,22,active,2024-03-21,,S72035N,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1463,22,active,2024-03-21,,S72035P,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1464,22,active,2024-03-21,,S72035Q,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1465,22,active,2024-03-21,,S72035R,"Nondisplaced midcervical fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1466,22,active,2024-03-21,,S72035S,"Nondisplaced midcervical fracture of left femur, sequela",2,2024,false,
1467,22,active,2024-03-21,,S72036,Nondisplaced midcervical fracture of unspecified femur,2,2024,false,
1468,22,active,2024-03-21,,S72036A,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for closed fracture",2,2024,false,
1469,22,active,2024-03-21,,S72036B,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type I or II",2,2024,false,
1470,22,active,2024-03-21,,S72036C,"Nondisplaced midcervical fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1471,22,active,2024-03-21,,S72036D,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1472,22,active,2024-03-21,,S72036E,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1473,22,active,2024-03-21,,S72036F,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1474,22,active,2024-03-21,,S72036G,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1475,22,active,2024-03-21,,S72036H,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1476,22,active,2024-03-21,,S72036J,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1477,22,active,2024-03-21,,S72036K,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1478,22,active,2024-03-21,,S72036M,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1479,22,active,2024-03-21,,S72036N,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1480,22,active,2024-03-21,,S72036P,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1481,22,active,2024-03-21,,S72036Q,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1482,22,active,2024-03-21,,S72036R,"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1483,22,active,2024-03-21,,S72036S,"Nondisplaced midcervical fracture of unspecified femur, sequela",2,2024,false,
1484,22,active,2024-03-21,,S7204,Fracture of base of neck of femur,2,2024,false,
1485,22,active,2024-03-21,,S72041,Displaced fracture of base of neck of right femur,2,2024,false,
1486,22,active,2024-03-21,,S72041A,"Displaced fracture of base of neck of right femur, initial encounter for closed fracture",2,2024,false,
1487,22,active,2024-03-21,,S72041B,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II",2,2024,false,
1488,22,active,2024-03-21,,S72041C,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1489,22,active,2024-03-21,,S72041D,"Displaced fracture of base of neck of right femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1490,22,active,2024-03-21,,S72041E,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1491,22,active,2024-03-21,,S72041F,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1492,22,active,2024-03-21,,S72041G,"Displaced fracture of base of neck of right femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1493,22,active,2024-03-21,,S72041H,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1494,22,active,2024-03-21,,S72041J,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1495,22,active,2024-03-21,,S72041K,"Displaced fracture of base of neck of right femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1496,22,active,2024-03-21,,S72041M,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1497,22,active,2024-03-21,,S72041N,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1498,22,active,2024-03-21,,S72041P,"Displaced fracture of base of neck of right femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1499,22,active,2024-03-21,,S72041Q,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1500,22,active,2024-03-21,,S72041R,"Displaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1501,22,active,2024-03-21,,S72041S,"Displaced fracture of base of neck of right femur, sequela",2,2024,false,
1502,22,active,2024-03-21,,S72042,Displaced fracture of base of neck of left femur,2,2024,false,
1503,22,active,2024-03-21,,S72042A,"Displaced fracture of base of neck of left femur, initial encounter for closed fracture",2,2024,false,
1504,22,active,2024-03-21,,S72042B,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type I or II",2,2024,false,
1505,22,active,2024-03-21,,S72042C,"Displaced fracture of base of neck of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1506,22,active,2024-03-21,,S72042D,"Displaced fracture of base of neck of left femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1507,22,active,2024-03-21,,S72042E,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1508,22,active,2024-03-21,,S72042F,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1509,22,active,2024-03-21,,S72042G,"Displaced fracture of base of neck of left femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1510,22,active,2024-03-21,,S72042H,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1511,22,active,2024-03-21,,S72042J,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1512,22,active,2024-03-21,,S72042K,"Displaced fracture of base of neck of left femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1513,22,active,2024-03-21,,S72042M,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1514,22,active,2024-03-21,,S72042N,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1515,22,active,2024-03-21,,S72042P,"Displaced fracture of base of neck of left femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1516,22,active,2024-03-21,,S72042Q,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1517,22,active,2024-03-21,,S72042R,"Displaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1518,22,active,2024-03-21,,S72042S,"Displaced fracture of base of neck of left femur, sequela",2,2024,false,
1519,22,active,2024-03-21,,S72043,Displaced fracture of base of neck of unspecified femur,2,2024,false,
1520,22,active,2024-03-21,,S72043A,"Displaced fracture of base of neck of unspecified femur, initial encounter for closed fracture",2,2024,false,
1521,22,active,2024-03-21,,S72043B,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type I or II",2,2024,false,
1522,22,active,2024-03-21,,S72043C,"Displaced fracture of base of neck of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",2,2024,false,
1523,22,active,2024-03-21,,S72043D,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with routine healing",2,2024,false,
1524,22,active,2024-03-21,,S72043E,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",2,2024,false,
1525,22,active,2024-03-21,,S72043F,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",2,2024,false,
1526,22,active,2024-03-21,,S72043G,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with delayed healing",2,2024,false,
1527,22,active,2024-03-21,,S72043H,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",2,2024,false,
1528,22,active,2024-03-21,,S72043J,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",2,2024,false,
1529,22,active,2024-03-21,,S72043K,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with nonunion",2,2024,false,
1530,22,active,2024-03-21,,S72043M,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",2,2024,false,
1531,22,active,2024-03-21,,S72043N,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",2,2024,false,
1532,22,active,2024-03-21,,S72043P,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for closed fracture with malunion",2,2024,false,
1533,22,active,2024-03-21,,S72043Q,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type I or II with malunion",2,2024,false,
1534,22,active,2024-03-21,,S72043R,"Displaced fracture of base of neck of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",2,2024,false,
1535,22,active,2024-03-21,,S72043S,"Displaced fracture of base of neck of unspecified femur, sequela",2,2024,false,
