condition_id,condition,condition_column_name,chronic_condition_type,condition_category,additional_logic,claims_qualification,inclusion_type,code_system,code
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,58284010014
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,59385001201
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,59385001230
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,59385001401
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,59385001430
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,59385001601
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,59385001630
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60429058611
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60429058630
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60429058633
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60429058711
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60429058730
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60429058733
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60687048111
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60687048121
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60687049211
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,60687049221
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,62175045232
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,62175045832
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,62756045983
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,62756046083
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,62756096983
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,62756097083
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63629402801
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63629403401
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63629403402
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63629403403
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63629409201
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63874108403
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63874108503
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,63874117303
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,65162041503
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,65162041603
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,66336001630
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,68071138003
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,68071151003
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,68258299103
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,68258299903
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,68308020230
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,68308020830
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,71335115403
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,00056001122
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,00185003901
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,00406117003
55,Opioid Use Disorder (OUD),opioid_use_disorder_oud,Other chronic or potentially disabling conditions,Substance Abuse,"Exclude beneficiaries with NDC for Naltrexone, if the CCW alcohol use disorder indicator = Yes and opioid use disorder DX indicator (from measure #2 OUD using diagnoses) = No; or CCW drug use disorder indicator = Yes and opioid use DX disorder = No",At least 1 inpatient claim OR 2 other non-drug claims of any service type with a ICD-10-CM or ICD-10-PCS code OR at least 1 inpatient claim OR 1 emergency department (ED) claim with a ICD-10-CM code OR 1 or more drug claim with an NDC for opioid-MAT OR 1 or more non-drug claim with a HCPCs code,Include,NDC,16729008110
