"data_quality_category","graph_name","level_of_detail","y_axis_description","x_axis_description","filter_description","sum_description","y_axis","x_axis","chart_filter","value"
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-11-01 00:00:00.000","2015-01-01 00:00:00.000",34448.870172707364
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-06-01 00:00:00.000","2018-01-01 00:00:00.000",30163.280394507572
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-03-01 00:00:00.000","2015-01-01 00:00:00.000",16876.959842965007
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-09-01 00:00:00.000","2015-01-01 00:00:00.000",32571.97048586607
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2014-10-01 00:00:00.000","2014-01-01 00:00:00.000",33524.21958670765
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-08-01 00:00:00.000","2015-01-01 00:00:00.000",41535.58063839376
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-12-01 00:00:00.000","2016-01-01 00:00:00.000",24132.919800860807
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-12-01 00:00:00.000","2015-01-01 00:00:00.000",34249.94952947833
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-04-01 00:00:00.000","2017-01-01 00:00:00.000",26680.01021660492
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-10-01 00:00:00.000","2015-01-01 00:00:00.000",49291.50030278601
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-05-01 00:00:00.000","2016-01-01 00:00:00.000",84350.07759755291
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-09-01 00:00:00.000","2018-01-01 00:00:00.000",53972.51007036865
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-09-01 00:00:00.000","2016-01-01 00:00:00.000",24751.59982405044
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2016-04-01 00:00:00.000","2016-01-01 00:00:00.000",54644.929271483794
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-06-01 00:00:00.000","2017-01-01 00:00:00.000",10013.870187273249
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-02-01 00:00:00.000","2017-01-01 00:00:00.000",22274.04973255098
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2015-07-01 00:00:00.000","2015-01-01 00:00:00.000",25880.959953187034
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2018-04-01 00:00:00.000","2018-01-01 00:00:00.000",22730.839599927887
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-10-01 00:00:00.000","2017-01-01 00:00:00.000",19980.909822180867
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2014-12-01 00:00:00.000","2014-01-01 00:00:00.000",19505.12976120971
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-05-01 00:00:00.000","2017-01-01 00:00:00.000",108581.08049968258
"reasonableness","pharmacy_claim_paid_over_time_monthly","month","N/A","dispensing_date","paid_year","paid_amount",,"2017-11-01 00:00:00.000","2017-01-01 00:00:00.000",31744.73009189777
"reasonableness","pharmacy_claim_paid_over_time_yearly","year","N/A","dispensing_date","N/A","total_paid",,"2014-01-01 00:00:00.000",,100775.50909834355
"reasonableness","pharmacy_claim_paid_over_time_yearly","year","N/A","dispensing_date","N/A","total_paid",,"2015-01-01 00:00:00.000",,416794.88090629876
"reasonableness","pharmacy_claim_paid_over_time_yearly","year","N/A","dispensing_date","N/A","total_paid",,"2016-01-01 00:00:00.000",,422859.9046300668
"reasonableness","pharmacy_claim_paid_over_time_yearly","year","N/A","dispensing_date","N/A","total_paid",,"2017-01-01 00:00:00.000",,403313.9899855815
"reasonableness","pharmacy_claim_paid_over_time_yearly","year","N/A","dispensing_date","N/A","total_paid",,"2018-01-01 00:00:00.000",,497170.7898648884
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-06-01 00:00:00.000","2017-01-01 00:00:00.000",101.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-02-01 00:00:00.000","2017-01-01 00:00:00.000",74.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-04-01 00:00:00.000","2016-01-01 00:00:00.000",111.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-08-01 00:00:00.000","2017-01-01 00:00:00.000",112.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-08-01 00:00:00.000","2018-01-01 00:00:00.000",107.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-10-01 00:00:00.000","2016-01-01 00:00:00.000",79.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-10-01 00:00:00.000","2018-01-01 00:00:00.000",97.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-03-01 00:00:00.000","2018-01-01 00:00:00.000",97.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-05-01 00:00:00.000","2018-01-01 00:00:00.000",142.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-12-01 00:00:00.000","2018-01-01 00:00:00.000",101.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-01-01 00:00:00.000","2018-01-01 00:00:00.000",94.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-06-01 00:00:00.000","2015-01-01 00:00:00.000",78.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-01-01 00:00:00.000","2017-01-01 00:00:00.000",77.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-05-01 00:00:00.000","2015-01-01 00:00:00.000",110.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-02-01 00:00:00.000","2015-01-01 00:00:00.000",77.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-01-01 00:00:00.000","2015-01-01 00:00:00.000",95.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-07-01 00:00:00.000","2017-01-01 00:00:00.000",81.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2014-10-01 00:00:00.000","2014-01-01 00:00:00.000",98.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-08-01 00:00:00.000","2015-01-01 00:00:00.000",143.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-09-01 00:00:00.000","2015-01-01 00:00:00.000",114.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-10-01 00:00:00.000","2017-01-01 00:00:00.000",67.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-11-01 00:00:00.000","2017-01-01 00:00:00.000",104.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2014-12-01 00:00:00.000","2014-01-01 00:00:00.000",86.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-05-01 00:00:00.000","2017-01-01 00:00:00.000",130.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-09-01 00:00:00.000","2018-01-01 00:00:00.000",169.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-05-01 00:00:00.000","2016-01-01 00:00:00.000",114.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-09-01 00:00:00.000","2016-01-01 00:00:00.000",127.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-12-01 00:00:00.000","2016-01-01 00:00:00.000",117.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-12-01 00:00:00.000","2015-01-01 00:00:00.000",124.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-10-01 00:00:00.000","2015-01-01 00:00:00.000",97.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-04-01 00:00:00.000","2017-01-01 00:00:00.000",92.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-11-01 00:00:00.000","2018-01-01 00:00:00.000",96.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2014-11-01 00:00:00.000","2014-01-01 00:00:00.000",110.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-03-01 00:00:00.000","2016-01-01 00:00:00.000",70.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-06-01 00:00:00.000","2016-01-01 00:00:00.000",91.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-11-01 00:00:00.000","2016-01-01 00:00:00.000",97.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-04-01 00:00:00.000","2018-01-01 00:00:00.000",94.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-07-01 00:00:00.000","2015-01-01 00:00:00.000",92.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-06-01 00:00:00.000","2018-01-01 00:00:00.000",93.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-07-01 00:00:00.000","2016-01-01 00:00:00.000",72.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-03-01 00:00:00.000","2015-01-01 00:00:00.000",58.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-11-01 00:00:00.000","2015-01-01 00:00:00.000",137.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-01-01 00:00:00.000","2016-01-01 00:00:00.000",70.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-02-01 00:00:00.000","2018-01-01 00:00:00.000",95.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2015-04-01 00:00:00.000","2015-01-01 00:00:00.000",144.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-02-01 00:00:00.000","2016-01-01 00:00:00.000",92.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2014-09-01 00:00:00.000","2014-01-01 00:00:00.000",43.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2018-07-01 00:00:00.000","2018-01-01 00:00:00.000",86.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-03-01 00:00:00.000","2017-01-01 00:00:00.000",113.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-09-01 00:00:00.000","2017-01-01 00:00:00.000",114.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2016-08-01 00:00:00.000","2016-01-01 00:00:00.000",149.0
"reasonableness","pharmacy_claim_volume_over_time_monthly","month","N/A","dispensing_date","paid_year","count_distinct_claim_id",,"2017-12-01 00:00:00.000","2017-01-01 00:00:00.000",99.0
"reasonableness","pharmacy_claim_volume_over_time_yearly","year","N/A","dispensing_date","N/A","count_distinct_claim_id",,"2014-01-01 00:00:00.000",,337.0
"reasonableness","pharmacy_claim_volume_over_time_yearly","year","N/A","dispensing_date","N/A","count_distinct_claim_id",,"2016-01-01 00:00:00.000",,1189.0
"reasonableness","pharmacy_claim_volume_over_time_yearly","year","N/A","dispensing_date","N/A","count_distinct_claim_id",,"2017-01-01 00:00:00.000",,1164.0
"reasonableness","pharmacy_claim_volume_over_time_yearly","year","N/A","dispensing_date","N/A","count_distinct_claim_id",,"2015-01-01 00:00:00.000",,1269.0
"reasonableness","pharmacy_claim_volume_over_time_yearly","year","N/A","dispensing_date","N/A","count_distinct_claim_id",,"2018-01-01 00:00:00.000",,1271.0
