hcpcs_code,ccs_category,ccs_category_description
76775,196,Diagnostic ultrasound of abdomen or retroperitoneum
93975,196,Diagnostic ultrasound of abdomen or retroperitoneum
93976,196,Diagnostic ultrasound of abdomen or retroperitoneum
0508T,197,Other diagnostic ultrasound
0689T,197,Other diagnostic ultrasound
0690T,197,Other diagnostic ultrasound
31654,197,Other diagnostic ultrasound
37252,197,Other diagnostic ultrasound
37253,197,Other diagnostic ultrasound
76604,197,Other diagnostic ultrasound
76641,197,Other diagnostic ultrasound
76642,197,Other diagnostic ultrasound
76800,197,Other diagnostic ultrasound
76801,197,Other diagnostic ultrasound
76802,197,Other diagnostic ultrasound
76805,197,Other diagnostic ultrasound
76810,197,Other diagnostic ultrasound
76811,197,Other diagnostic ultrasound
76812,197,Other diagnostic ultrasound
76813,197,Other diagnostic ultrasound
76814,197,Other diagnostic ultrasound
76815,197,Other diagnostic ultrasound
76816,197,Other diagnostic ultrasound
76817,197,Other diagnostic ultrasound
76818,197,Other diagnostic ultrasound
76819,197,Other diagnostic ultrasound
76820,197,Other diagnostic ultrasound
76821,197,Other diagnostic ultrasound
76830,197,Other diagnostic ultrasound
76831,197,Other diagnostic ultrasound
76856,197,Other diagnostic ultrasound
76857,197,Other diagnostic ultrasound
76870,197,Other diagnostic ultrasound
76872,197,Other diagnostic ultrasound
76873,197,Other diagnostic ultrasound
76881,197,Other diagnostic ultrasound
76882,197,Other diagnostic ultrasound
76883,197,Other diagnostic ultrasound
76885,197,Other diagnostic ultrasound
76886,197,Other diagnostic ultrasound
76936,197,Other diagnostic ultrasound
76937,197,Other diagnostic ultrasound
76940,197,Other diagnostic ultrasound
76941,197,Other diagnostic ultrasound
76942,197,Other diagnostic ultrasound
76945,197,Other diagnostic ultrasound
76946,197,Other diagnostic ultrasound
76948,197,Other diagnostic ultrasound
76977,197,Other diagnostic ultrasound
76978,197,Other diagnostic ultrasound
76979,197,Other diagnostic ultrasound
76981,197,Other diagnostic ultrasound
76982,197,Other diagnostic ultrasound
76983,197,Other diagnostic ultrasound
76998,197,Other diagnostic ultrasound
76999,197,Other diagnostic ultrasound
93925,197,Other diagnostic ultrasound
93926,197,Other diagnostic ultrasound
93930,197,Other diagnostic ultrasound
93931,197,Other diagnostic ultrasound
93970,197,Other diagnostic ultrasound
93971,197,Other diagnostic ultrasound
93978,197,Other diagnostic ultrasound
93979,197,Other diagnostic ultrasound
93980,197,Other diagnostic ultrasound
93981,197,Other diagnostic ultrasound
93985,197,Other diagnostic ultrasound
93986,197,Other diagnostic ultrasound
93990,197,Other diagnostic ultrasound
97610,197,Other diagnostic ultrasound
C7512,197,Other diagnostic ultrasound
0648T,198,Magnetic resonance imaging
0649T,198,Magnetic resonance imaging
0697T,198,Magnetic resonance imaging
0698T,198,Magnetic resonance imaging
0723T,198,Magnetic resonance imaging
0724T,198,Magnetic resonance imaging
70336,198,Magnetic resonance imaging
70540,198,Magnetic resonance imaging
70542,198,Magnetic resonance imaging
70543,198,Magnetic resonance imaging
70544,198,Magnetic resonance imaging
70545,198,Magnetic resonance imaging
70546,198,Magnetic resonance imaging
70547,198,Magnetic resonance imaging
70548,198,Magnetic resonance imaging
70549,198,Magnetic resonance imaging
70551,198,Magnetic resonance imaging
70552,198,Magnetic resonance imaging
70553,198,Magnetic resonance imaging
70554,198,Magnetic resonance imaging
70555,198,Magnetic resonance imaging
70557,198,Magnetic resonance imaging
70558,198,Magnetic resonance imaging
70559,198,Magnetic resonance imaging
71550,198,Magnetic resonance imaging
71551,198,Magnetic resonance imaging
71552,198,Magnetic resonance imaging
71555,198,Magnetic resonance imaging
72141,198,Magnetic resonance imaging
72142,198,Magnetic resonance imaging
72146,198,Magnetic resonance imaging
72147,198,Magnetic resonance imaging
72148,198,Magnetic resonance imaging
72149,198,Magnetic resonance imaging
72156,198,Magnetic resonance imaging
72157,198,Magnetic resonance imaging
72158,198,Magnetic resonance imaging
72159,198,Magnetic resonance imaging
72195,198,Magnetic resonance imaging
72196,198,Magnetic resonance imaging
72197,198,Magnetic resonance imaging
72198,198,Magnetic resonance imaging
73218,198,Magnetic resonance imaging
73219,198,Magnetic resonance imaging
73220,198,Magnetic resonance imaging
73221,198,Magnetic resonance imaging
73222,198,Magnetic resonance imaging
73223,198,Magnetic resonance imaging
73225,198,Magnetic resonance imaging
73718,198,Magnetic resonance imaging
73719,198,Magnetic resonance imaging
73720,198,Magnetic resonance imaging
73721,198,Magnetic resonance imaging
73722,198,Magnetic resonance imaging
73723,198,Magnetic resonance imaging
73725,198,Magnetic resonance imaging
74181,198,Magnetic resonance imaging
74182,198,Magnetic resonance imaging
74183,198,Magnetic resonance imaging
74185,198,Magnetic resonance imaging
74712,198,Magnetic resonance imaging
74713,198,Magnetic resonance imaging
75557,198,Magnetic resonance imaging
75559,198,Magnetic resonance imaging
75561,198,Magnetic resonance imaging
75563,198,Magnetic resonance imaging
75565,198,Magnetic resonance imaging
76391,198,Magnetic resonance imaging
76498,198,Magnetic resonance imaging
77021,198,Magnetic resonance imaging
77022,198,Magnetic resonance imaging
77046,198,Magnetic resonance imaging
77047,198,Magnetic resonance imaging
77048,198,Magnetic resonance imaging
77049,198,Magnetic resonance imaging
77084,198,Magnetic resonance imaging
C8900,198,Magnetic resonance imaging
C8901,198,Magnetic resonance imaging
C8902,198,Magnetic resonance imaging
C8903,198,Magnetic resonance imaging
C8905,198,Magnetic resonance imaging
C8906,198,Magnetic resonance imaging
C8908,198,Magnetic resonance imaging
C8909,198,Magnetic resonance imaging
C8910,198,Magnetic resonance imaging
C8911,198,Magnetic resonance imaging
C8912,198,Magnetic resonance imaging
C8913,198,Magnetic resonance imaging
C8914,198,Magnetic resonance imaging
C8918,198,Magnetic resonance imaging
C8919,198,Magnetic resonance imaging
C8920,198,Magnetic resonance imaging
C8931,198,Magnetic resonance imaging
C8932,198,Magnetic resonance imaging
C8933,198,Magnetic resonance imaging
C8934,198,Magnetic resonance imaging
C8935,198,Magnetic resonance imaging
C8936,198,Magnetic resonance imaging
C9762,198,Magnetic resonance imaging
C9763,198,Magnetic resonance imaging
S8035,198,Magnetic resonance imaging
S8037,198,Magnetic resonance imaging
S8042,198,Magnetic resonance imaging
95700,199,Electroencephalogram (EEG)
95705,199,Electroencephalogram (EEG)
95706,199,Electroencephalogram (EEG)
95707,199,Electroencephalogram (EEG)
95708,199,Electroencephalogram (EEG)
95709,199,Electroencephalogram (EEG)
95710,199,Electroencephalogram (EEG)
95711,199,Electroencephalogram (EEG)
95712,199,Electroencephalogram (EEG)
95713,199,Electroencephalogram (EEG)
95714,199,Electroencephalogram (EEG)
95715,199,Electroencephalogram (EEG)
95716,199,Electroencephalogram (EEG)
95717,199,Electroencephalogram (EEG)
95718,199,Electroencephalogram (EEG)
95719,199,Electroencephalogram (EEG)
95720,199,Electroencephalogram (EEG)
95721,199,Electroencephalogram (EEG)
95722,199,Electroencephalogram (EEG)
95723,199,Electroencephalogram (EEG)
95724,199,Electroencephalogram (EEG)
95725,199,Electroencephalogram (EEG)
95726,199,Electroencephalogram (EEG)
95812,199,Electroencephalogram (EEG)
95813,199,Electroencephalogram (EEG)
95816,199,Electroencephalogram (EEG)
95819,199,Electroencephalogram (EEG)
95822,199,Electroencephalogram (EEG)
95824,199,Electroencephalogram (EEG)
95829,199,Electroencephalogram (EEG)
95830,199,Electroencephalogram (EEG)
95954,199,Electroencephalogram (EEG)
95955,199,Electroencephalogram (EEG)
95957,199,Electroencephalogram (EEG)
95958,199,Electroencephalogram (EEG)
95961,199,Electroencephalogram (EEG)
95962,199,Electroencephalogram (EEG)
0602T,200,Nonoperative urinary system measurements
0603T,200,Nonoperative urinary system measurements
50396,200,Nonoperative urinary system measurements
50684,200,Nonoperative urinary system measurements
50686,200,Nonoperative urinary system measurements
50690,200,Nonoperative urinary system measurements
51600,200,Nonoperative urinary system measurements
51605,200,Nonoperative urinary system measurements
51610,200,Nonoperative urinary system measurements
51725,200,Nonoperative urinary system measurements
51726,200,Nonoperative urinary system measurements
51727,200,Nonoperative urinary system measurements
51728,200,Nonoperative urinary system measurements
51729,200,Nonoperative urinary system measurements
51736,200,Nonoperative urinary system measurements
51741,200,Nonoperative urinary system measurements
51784,200,Nonoperative urinary system measurements
51785,200,Nonoperative urinary system measurements
51792,200,Nonoperative urinary system measurements
51797,200,Nonoperative urinary system measurements
51798,200,Nonoperative urinary system measurements
81002,200,Nonoperative urinary system measurements
81003,200,Nonoperative urinary system measurements
81005,200,Nonoperative urinary system measurements
81025,200,Nonoperative urinary system measurements
81050,200,Nonoperative urinary system measurements
81099,200,Nonoperative urinary system measurements
82042,200,Nonoperative urinary system measurements
82131,200,Nonoperative urinary system measurements
93015,201,Cardiac stress tests
93016,201,Cardiac stress tests
93017,201,Cardiac stress tests
93018,201,Cardiac stress tests
Q0035,201,Cardiac stress tests
S3904,201,Cardiac stress tests
0695T,202,Electrocardiogram
0696T,202,Electrocardiogram
0764T,202,Electrocardiogram
0765T,202,Electrocardiogram
93000,202,Electrocardiogram
93005,202,Electrocardiogram
93010,202,Electrocardiogram
93025,202,Electrocardiogram
93040,202,Electrocardiogram
93041,202,Electrocardiogram
93042,202,Electrocardiogram
G0403,202,Electrocardiogram
G0404,202,Electrocardiogram
G0405,202,Electrocardiogram
S9025,202,Electrocardiogram
0417T,203,Electrographic cardiac monitoring
0418T,203,Electrographic cardiac monitoring
0521T,203,Electrographic cardiac monitoring
0522T,203,Electrographic cardiac monitoring
0528T,203,Electrographic cardiac monitoring
0529T,203,Electrographic cardiac monitoring
0575T,203,Electrographic cardiac monitoring
0576T,203,Electrographic cardiac monitoring
93224,203,Electrographic cardiac monitoring
93225,203,Electrographic cardiac monitoring
93226,203,Electrographic cardiac monitoring
93227,203,Electrographic cardiac monitoring
93241,203,Electrographic cardiac monitoring
93242,203,Electrographic cardiac monitoring
93243,203,Electrographic cardiac monitoring
93244,203,Electrographic cardiac monitoring
93245,203,Electrographic cardiac monitoring
93246,203,Electrographic cardiac monitoring
93247,203,Electrographic cardiac monitoring
93248,203,Electrographic cardiac monitoring
93278,203,Electrographic cardiac monitoring
93279,203,Electrographic cardiac monitoring
93280,203,Electrographic cardiac monitoring
93281,203,Electrographic cardiac monitoring
93282,203,Electrographic cardiac monitoring
93283,203,Electrographic cardiac monitoring
93284,203,Electrographic cardiac monitoring
93285,203,Electrographic cardiac monitoring
93286,203,Electrographic cardiac monitoring
93287,203,Electrographic cardiac monitoring
93288,203,Electrographic cardiac monitoring
93289,203,Electrographic cardiac monitoring
93290,203,Electrographic cardiac monitoring
93291,203,Electrographic cardiac monitoring
93292,203,Electrographic cardiac monitoring
93660,203,Electrographic cardiac monitoring
93724,203,Electrographic cardiac monitoring
93745,203,Electrographic cardiac monitoring
G9157,203,Electrographic cardiac monitoring
93503,204,Swan-Ganz catheterization for monitoring
82800,205,Arterial blood gases
82803,205,Arterial blood gases
82805,205,Arterial blood gases
82810,205,Arterial blood gases
0004U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0008U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0041U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0042U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0043U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0044U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0068U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0096U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0107U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0109U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0115U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0140U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0141U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0142U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0152U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0202U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0219U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0223U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0225U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0240U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0241U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0301U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0302U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0311U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0321U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0323U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0330U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0353U,206,"Microscopic examination (bacterial smear, culture, toxicology)"
0500T,206,"Microscopic examination (bacterial smear, culture, toxicology)"
81000,206,"Microscopic examination (bacterial smear, culture, toxicology)"
81001,206,"Microscopic examination (bacterial smear, culture, toxicology)"
81007,206,"Microscopic examination (bacterial smear, culture, toxicology)"
81015,206,"Microscopic examination (bacterial smear, culture, toxicology)"
81020,206,"Microscopic examination (bacterial smear, culture, toxicology)"
82043,206,"Microscopic examination (bacterial smear, culture, toxicology)"
82044,206,"Microscopic examination (bacterial smear, culture, toxicology)"
82045,206,"Microscopic examination (bacterial smear, culture, toxicology)"
82120,206,"Microscopic examination (bacterial smear, culture, toxicology)"
82127,206,"Microscopic examination (bacterial smear, culture, toxicology)"
82128,206,"Microscopic examination (bacterial smear, culture, toxicology)"
82175,206,"Microscopic examination (bacterial smear, culture, toxicology)"
83015,206,"Microscopic examination (bacterial smear, culture, toxicology)"
83018,206,"Microscopic examination (bacterial smear, culture, toxicology)"
83885,206,"Microscopic examination (bacterial smear, culture, toxicology)"
85097,206,"Microscopic examination (bacterial smear, culture, toxicology)"
86812,206,"Microscopic examination (bacterial smear, culture, toxicology)"
86813,206,"Microscopic examination (bacterial smear, culture, toxicology)"
86816,206,"Microscopic examination (bacterial smear, culture, toxicology)"
86817,206,"Microscopic examination (bacterial smear, culture, toxicology)"
86821,206,"Microscopic examination (bacterial smear, culture, toxicology)"
86825,206,"Microscopic examination (bacterial smear, culture, toxicology)"
86826,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87015,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87040,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87045,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87046,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87070,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87071,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87073,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87075,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87076,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87077,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87081,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87084,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87086,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87088,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87101,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87102,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87103,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87106,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87107,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87109,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87110,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87116,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87118,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87140,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87143,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87147,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87149,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87150,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87152,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87153,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87154,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87158,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87164,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87166,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87168,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87169,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87172,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87176,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87177,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87181,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87184,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87185,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87186,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87187,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87188,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87190,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87197,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87205,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87206,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87207,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87210,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87220,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87230,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87250,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87252,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87253,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87254,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87255,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87260,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87265,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87267,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87269,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87270,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87271,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87272,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87273,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87274,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87275,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87276,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87278,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87279,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87280,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87281,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87283,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87285,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87290,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87299,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87300,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87301,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87305,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87320,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87324,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87327,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87328,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87329,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87332,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87335,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87336,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87337,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87338,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87339,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87340,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87341,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87350,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87380,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87385,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87389,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87390,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87391,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87400,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87420,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87425,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87426,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87427,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87428,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87430,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87449,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87451,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87467,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87468,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87469,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87471,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87472,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87475,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87476,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87478,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87480,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87481,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87482,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87483,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87484,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87485,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87486,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87487,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87490,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87491,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87492,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87495,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87496,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87497,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87498,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87500,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87501,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87502,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87503,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87505,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87506,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87507,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87510,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87511,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87512,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87516,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87517,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87520,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87521,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87522,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87525,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87526,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87527,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87528,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87529,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87530,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87531,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87532,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87533,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87534,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87535,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87536,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87537,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87538,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87539,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87540,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87541,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87542,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87550,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87551,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87552,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87555,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87556,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87557,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87560,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87561,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87562,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87563,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87580,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87581,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87582,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87590,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87591,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87592,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87623,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87624,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87625,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87631,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87632,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87633,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87636,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87637,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87640,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87641,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87650,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87651,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87652,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87653,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87660,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87661,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87797,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87798,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87799,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87800,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87801,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87802,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87803,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87804,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87806,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87807,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87808,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87809,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87810,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87811,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87850,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87880,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87899,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87900,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87901,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87902,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87903,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87904,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87905,206,"Microscopic examination (bacterial smear, culture, toxicology)"
87906,206,"Microscopic examination (bacterial smear, culture, toxicology)"
